COMPANY_ID,COMPANY_NAME,SALES_2024
C00160,Chpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiou,1249919
C00161,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,1035101
C00162,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiou,171454
C00163,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,1280862
C00164,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiou,681208
C00165,Aeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,909858
C00166,Aeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiou,1529873
C00167,Aeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfb,953306
C00168,Aeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiou,266512
C00169,Aeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfb,498212
C00170,Aeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiou,1902
C00171,Chpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,44729
C00172,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouaeiou,1146948
C00173,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,1035249
C00174,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,1341070
C00175,Aeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,1100371
C00176,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,665133
C00177,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,1881012
C00178,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,700673
C00179,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,1459884
C00180,Chpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfb,92099
C00181,Chpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiou,484105
C00182,Chpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,1041775
C00183,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiou,1310332
C00184,Aeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,379211
C00185,Aeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfb,100148
C00186,Aeiouaeiouaeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfb,144300
C00187,Chpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,1231774
C00188,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,1247801
C00189,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouaeiou,1362307
C00190,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiou,1004763
C00191,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,81566
C00192,Aeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfb,1124744
C00193,Aeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfb,612385
C00194,Aeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiou,444394
C00195,Chpxlqjndzvrtksywmgfbaeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouaeiou,135049
C00196,Aeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,979257
C00197,Aeiouaeiouaeiouchpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiou,14007
C00198,Chpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiou,678863
C00199,Chpxlqjndzvrtksywmgfbaeiouaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiouchpxlqjndzvrtksywmgfbaeiou,1392835
C00200,Chpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbchpxlqjndzvrtksywmgfbaeiouaeiouaeiouaeiou,1970451
